,REVENUE,HWT_SUBSCRIBER,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_NUMBER,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,flag_WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT_lo,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN
248,5095.5,1,Byren Flowers,byren.flowers@goldmansacs.com,Byren,Flowers,208,2,8,8,123.78,0,1,0,1,5,1,29,0,4,1,0,80.0,176.6,6,2,4,8,402,0,0.009615384615384616,0.06463079657456779,0,0,goldmansacs,professional_domain
249,1350.0,1,Cass,cass@gmail.com,Cass,Cass,70,3,4,3,80.67,1,1,0,0,6,2,33,0,1,1,0,70.0,160.4,6,0,3,13,0,0,0.04285714285714286,0.1611503656873683,0,0,gmail,personal_domain
250,2610.0,1,Cassella Vaith,cassella.vaith@yahoo.com,Cassella,Vaith,90,8,6,5,211.95,1,1,0,1,5,2,44,0,2,0,0,80.0,168.0,3,1,3,11,260,0,0.08888888888888889,0.05189903279075254,0,0,yahoo,personal_domain
251,3165.0,1,Catelyn Bracken,catelyn.bracken@me.com,Catelyn,Bracken,114,5,10,2,138.91,1,0,0,1,5,2,47,2,7,1,1,60.0,200.4,6,1,4,9,0,0,0.043859649122807015,0.06479015189691167,0,0,me,junk_domain
252,3825.0,1,Cerenna Lannister,cerenna.lannister@protonmail.com,Cerenna,Lannister,68,6,4,10,217.81,1,3,0,1,6,2,0,0,3,0,0,80.0,308.6,7,0,4,11,0,0,0.08823529411764706,0.05050273173867132,1,1,protonmail,personal_domain
253,950.0,1,Chella,chella@unitedtech.com,Chella,Chella,15,9,11,7,90.84,1,0,0,1,6,2,11,0,1,1,1,60.0,111.1,3,0,2,15,0,0,0.6,0.16512549537648613,1,1,unitedtech,professional_domain
254,2992.5,1,Clarence Crabb (Short),clarence.crabb.(short)@apple.com,Clarence,Crabb ,180,7,6,10,82.51,0,2,0,1,5,1,31,0,3,0,0,60.0,150.6,5,1,3,13,143,0,0.03888888888888889,0.15755665979881225,0,0,apple,professional_domain
255,825.0,1,Clement Crabb,clement.crabb@yahoo.com,Clement,Crabb,13,8,12,3,58.3,0,3,0,1,6,2,0,0,1,0,0,70.0,70.8,3,0,1,16,0,0,0.6153846153846154,0.274442538593482,1,1,yahoo,personal_domain
256,5083.5,1,Cleyton Caswell,cleyton.caswell@gmail.com,Cleyton,Caswell,189,9,7,9,141.26,1,0,0,1,6,2,11,0,3,1,0,60.0,197.3,7,1,4,10,375,0,0.047619047619047616,0.07079144839303413,1,1,gmail,personal_domain
257,1365.0,1,Cohollo,cohollo@apple.com,Cohollo,Cohollo,34,2,4,1,106.78,1,0,0,0,5,1,4,0,1,1,1,80.0,176.8,6,0,1,16,0,0,0.058823529411764705,0.14984079415620902,1,1,apple,professional_domain
258,1065.0,1,Collio Quaynis,collio.quaynis@yahoo.com,Collio,Quaynis,12,2,11,9,89.39,1,1,0,0,7,2,6,0,0,0,0,60.0,88.2,3,0,2,15,0,0,0.16666666666666666,0.1678040049222508,1,1,yahoo,personal_domain
259,1550.0,1,Colmar Frey,colmar.frey@hotmail.com,Colmar,Frey,121,2,6,3,23.72,1,4,1,1,6,2,3,0,5,0,0,80.0,141.6,4,0,3,12,0,0,0.01652892561983471,0.5059021922428331,1,1,hotmail,junk_domain
260,938.0,1,Corliss Penny,corliss.penny@aol.com,Corliss,Penny,13,2,11,7,69.91,1,3,0,1,6,2,0,0,2,1,1,80.0,76.8,2,0,3,13,0,0,0.15384615384615385,0.18595336861679304,1,1,aol,junk_domain
261,2948.75,1,Cossomo,cossomo@aol.com,Cossomo,Cossomo,91,1,6,8,42.0,1,1,0,1,6,2,11,4,2,0,0,80.0,151.2,2,1,3,13,513,0,0.01098901098901099,0.30952380952380953,1,1,aol,junk_domain
262,1737.0,1,Craghas Drahar,craghas.drahar@visa.com,Craghas,Drahar,85,4,6,3,29.0,1,2,0,1,5,1,8,0,1,0,0,70.0,122.4,2,0,3,15,76,0,0.047058823529411764,0.5172413793103449,1,1,visa,professional_domain
263,1620.0,1,Cragorn,cragorn@gmail.com,Cragorn,Cragorn,42,3,5,1,96.74,1,0,0,1,6,2,0,0,2,1,1,60.0,140.0,4,0,3,11,141,0,0.07142857142857142,0.11370684308455654,1,1,gmail,personal_domain
264,3682.5,1,Cregan Karstark,cregan.karstark@mcdonalds.com,Cregan,Karstark,147,3,7,9,175.42,1,0,0,1,6,1,45,0,3,1,0,80.0,216.7,7,2,3,13,0,0,0.02040816326530612,0.07410785543267587,0,0,mcdonalds,professional_domain
265,1350.0,1,Creighton Redfort,creighton.redfort@gmail.com,Creighton,Redfort,38,9,4,7,84.0,1,1,1,1,6,2,0,3,5,1,1,70.0,86.4,3,1,2,16,0,0,0.23684210526315788,0.19047619047619047,1,1,gmail,personal_domain
266,1421.0,1,Cutjack,cutjack@ibm.com,Cutjack,Cutjack,78,7,3,1,96.17,1,2,0,1,5,1,0,3,6,1,1,60.0,107.8,3,0,2,14,0,0,0.08974358974358974,0.14557554330872413,1,1,ibm,professional_domain
267,3124.5,1,Daemon Sand,daemon.sand@apple.com,Daemon,Sand,129,5,9,3,133.3,0,1,0,1,6,1,37,0,0,1,0,80.0,160.0,5,1,4,10,640,0,0.03875968992248062,0.07501875468867217,0,0,apple,professional_domain
268,1080.0,1,Daena Targaryen,daena.targaryen@protonmail.com,Daena,Targaryen,13,3,12,8,97.0,1,5,0,1,6,2,8,0,2,0,0,60.0,67.2,2,0,2,16,0,0,0.23076923076923078,0.16494845360824742,1,1,protonmail,personal_domain
269,1395.0,1,Daenerys Targaryen,daenerys.targaryen@cocacola.com,Daenerys,Targaryen,71,3,4,5,98.0,1,4,0,1,6,2,0,0,2,0,0,80.0,148.9,5,1,2,15,0,0,0.04225352112676056,0.15306122448979592,1,1,cocacola,professional_domain
270,3180.0,1,Daeron Targaryen (son of Maekar I),daeron.targaryen.(son.of.maekar.i)@gmail.com,Daeron,Targaryen ,138,5,8,2,103.06,1,3,0,1,5,2,11,0,2,0,0,80.0,165.8,5,1,4,11,294,0,0.036231884057971016,0.10673394139336309,1,1,gmail,personal_domain
271,2137.0,1,Dagmer,dagmer@nike.com,Dagmer,Dagmer,118,3,9,10,45.4,1,3,0,0,5,1,14,0,0,1,0,60.0,129.5,2,2,3,12,0,0,0.025423728813559324,0.2643171806167401,1,1,nike,professional_domain
272,2880.0,1,Dale Drumm,dale.drumm@msn.com,Dale,Drumm,153,9,7,1,68.0,1,0,1,1,5,2,0,9,2,0,0,60.0,188.4,5,1,3,14,0,0,0.058823529411764705,0.20588235294117646,1,1,msn,junk_domain
273,3720.0,1,Damion Lannister,damion.lannister@pg.com,Damion,Lannister,125,6,7,7,191.86,1,1,1,1,5,2,11,2,1,0,0,60.0,349.3,8,1,4,12,0,0,0.048,0.06254560617116647,1,1,pg,professional_domain
274,3330.0,1,Damon Lannister (lord),damon.lannister.(lord)@yahoo.com,Damon,Lannister ,269,13,8,2,129.78,1,4,1,1,5,1,0,0,4,1,0,80.0,176.0,6,1,3,12,418,0,0.048327137546468404,0.09246417013407304,1,1,yahoo,personal_domain
275,2065.0,1,Damon Paege,damon.paege@gmail.com,Damon,Paege,48,1,5,4,41.0,1,3,0,0,6,2,10,7,0,0,0,80.0,69.8,2,0,1,17,0,0,0.020833333333333332,0.4146341463414634,1,1,gmail,personal_domain
276,1520.0,1,Damon Shett,damon.shett@ibm.com,Damon,Shett,44,2,5,5,118.64,1,1,1,1,5,2,11,0,3,0,0,70.0,104.0,4,0,3,12,0,0,0.045454545454545456,0.10114632501685772,1,1,ibm,professional_domain
277,1550.0,1,Danny Flint,danny.flint@yahoo.com,Danny,Flint,36,8,9,4,21.0,1,2,0,1,5,2,7,0,2,1,0,70.0,182.6,5,1,2,16,0,0,0.2222222222222222,0.7619047619047619,1,1,yahoo,personal_domain
278,1550.0,1,Darla Deddings,darla.deddings@protonmail.com,Darla,Deddings,59,7,5,9,41.13,1,1,0,1,5,2,5,4,3,0,0,80.0,133.7,3,1,3,13,0,0,0.11864406779661017,0.3160709944079747,1,1,protonmail,personal_domain
279,1305.0,1,Jonos Frey,jonos.frey@aol.com,Jonos,Frey,87,4,4,10,109.67,0,2,0,1,5,1,11,0,10,0,0,80.0,120.0,4,0,2,16,0,0,0.04597701149425287,0.1458922221209082,1,1,aol,junk_domain
280,1480.0,1,Yorko Terys,yorko.terys@live.com,Yorko,Terys,38,3,8,7,132.29,1,0,2,1,5,2,13,3,2,0,0,70.0,108.1,3,0,2,18,276,0,0.07894736842105263,0.13606470632700884,1,1,live,junk_domain
281,1947.0,1,Dennis Plumm,dennis.plumm@aol.com,Dennis,Plumm,62,5,8,10,74.77,1,3,0,1,6,1,2,2,1,1,0,60.0,136.2,4,1,3,12,256,0,0.08064516129032258,0.16049217600641968,1,1,aol,junk_domain
282,1775.0,1,Denys Darklyn,denys.darklyn@protonmail.com,Denys,Darklyn,60,7,7,3,89.7,1,0,0,1,5,1,0,0,2,1,0,80.0,214.0,5,1,3,12,0,0,0.11666666666666667,0.13377926421404682,1,1,protonmail,personal_domain
283,4500.0,1,Denys Drumm,denys.drumm@walmart.com,Denys,Drumm,218,4,10,7,104.37,1,0,0,0,6,1,22,6,2,0,0,70.0,211.3,5,1,4,11,660,0,0.01834862385321101,0.10539427038421002,0,0,walmart,professional_domain
284,1450.0,1,Denys Redwyne,denys.redwyne@yahoo.com,Denys,Redwyne,131,5,4,5,116.59,1,1,0,1,6,2,14,0,0,0,0,70.0,109.7,4,0,3,13,0,0,0.03816793893129771,0.1115018440689596,1,1,yahoo,personal_domain
285,1260.0,1,Deziel Dalt,deziel.dalt@gmail.com,Deziel,Dalt,33,2,5,8,55.0,1,2,0,0,6,1,7,0,1,0,0,70.0,165.6,5,1,2,17,0,0,0.06060606060606061,0.3090909090909091,1,1,gmail,personal_domain
286,1895.0,1,Dick Crabb,dick.crabb@me.com,Dick,Crabb,112,5,8,2,101.79,1,2,0,1,5,1,32,0,2,0,0,70.0,160.8,5,1,3,15,0,0,0.044642857142857144,0.14736221632773355,0,0,me,junk_domain
287,1600.0,1,Dick Follard,dick.follard@protonmail.com,Dick,Follard,77,5,5,7,76.94,1,1,0,1,6,2,22,0,9,1,1,70.0,198.4,6,0,2,15,0,0,0.06493506493506493,0.1949571094359241,0,0,protonmail,personal_domain
288,1420.0,1,Donnel Hill,donnel.hill@exxon.com,Donnel,Hill,45,4,6,6,74.68,1,0,0,1,6,1,0,0,4,0,0,70.0,91.2,3,0,2,15,0,0,0.08888888888888889,0.20085698982324582,1,1,exxon,professional_domain
289,1945.0,1,Donnel of Duskendale,donnel.of.duskendale@gmail.com,Donnel,of Duskendale,46,9,9,5,109.32,1,1,1,0,6,1,8,8,2,0,0,60.0,189.5,5,1,3,13,0,0,0.1956521739130435,0.11891694109037688,1,1,gmail,personal_domain
290,1930.0,1,Doran Martell,doran.martell@cocacola.com,Doran,Martell,85,7,9,10,99.27,0,4,0,0,6,1,0,4,4,0,0,80.0,136.1,4,0,3,15,0,0,0.08235294117647059,0.1511030522816561,1,1,cocacola,professional_domain
291,1989.0,1,Dorea Sand,dorea.sand@yahoo.com,Dorea,Sand,62,3,7,2,110.02,1,3,0,0,6,2,7,0,1,0,0,60.0,122.6,4,0,4,10,0,0,0.04838709677419355,0.09089256498818397,1,1,yahoo,personal_domain
292,1810.0,1,Dunaver,dunaver@nike.com,Dunaver,Dunaver,107,4,6,6,34.6,0,4,0,0,6,2,0,0,4,0,0,70.0,133.7,3,0,3,14,0,0,0.037383177570093455,0.40462427745664736,1,1,nike,professional_domain
293,1300.0,1,Duncan Targaryen,duncan.targaryen@protonmail.com,Duncan,Targaryen,41,2,7,8,99.64,1,2,0,1,5,1,1,0,4,0,0,60.0,89.4,3,0,3,13,0,0,0.04878048780487805,0.1304696908871939,1,1,protonmail,personal_domain
294,2595.0,1,Dunsen,dunsen@yahoo.com,Dunsen,Dunsen,110,4,8,5,153.5,1,2,1,1,6,2,8,0,0,0,0,80.0,151.3,3,1,3,12,260,0,0.03636363636363636,0.0781758957654723,1,1,yahoo,personal_domain
295,1810.0,1,Durran,durran@gmail.com,Durran,Durran,48,4,8,10,74.41,1,3,0,0,6,2,14,8,5,0,0,60.0,148.6,5,0,3,15,170,0,0.08333333333333333,0.20158580835909154,1,1,gmail,personal_domain
296,1421.0,1,Easy,easy@travelers.com,Easy,Easy,50,3,7,10,81.5,1,2,0,0,5,2,11,9,2,1,1,60.0,105.3,4,0,3,15,0,0,0.06,0.18404907975460122,1,1,travelers,professional_domain
297,2040.0,1,Eddara Tallhart,eddara.tallhart@cisco.com,Eddara,Tallhart,71,8,6,5,94.39,1,4,0,1,5,2,2,0,0,0,0,80.0,223.7,5,1,3,14,0,0,0.11267605633802817,0.1483207966945651,1,1,cisco,professional_domain
298,1368.0,1,Eddard Karstark,eddard.karstark@protonmail.com,Eddard,Karstark,46,3,4,8,82.9,0,4,1,1,6,2,14,0,6,0,0,70.0,111.7,4,0,2,16,0,0,0.06521739130434782,0.19300361881785283,1,1,protonmail,personal_domain
299,2835.0,1,Edmure Tully,edmure.tully@protonmail.com,Edmure,Tully,115,7,10,5,121.23,1,0,1,1,6,1,39,0,1,0,0,80.0,180.0,5,0,3,11,0,0,0.06086956521739131,0.0907366163490885,0,0,protonmail,personal_domain
300,800.0,1,Edwyd Fossoway,edwyd.fossoway@jnj.com,Edwyd,Fossoway,15,7,11,5,19.77,1,3,0,1,6,1,1,0,1,0,0,70.0,63.0,1,0,2,16,0,0,0.4666666666666667,0.8093070308548306,1,1,jnj,professional_domain
301,1510.0,1,Edwyn Osgrey,edwyn.osgrey@gmail.com,Edwyn,Osgrey,38,8,6,10,25.5,1,3,0,0,6,2,13,6,1,0,0,60.0,155.6,4,1,3,13,0,0,0.21052631578947367,0.5098039215686274,1,1,gmail,personal_domain
302,1230.0,1,Elaena Targaryen,elaena.targaryen@yahoo.com,Elaena,Targaryen,67,5,6,2,63.5,1,2,1,1,5,2,6,2,3,0,0,60.0,91.2,4,0,2,17,60,0,0.07462686567164178,0.2677165354330709,1,1,yahoo,personal_domain
303,600.0,1,Eleyna Westerling,eleyna.westerling@ge.org,Eleyna,Westerling,13,6,11,5,90.0,1,2,0,1,6,1,14,0,3,0,0,70.0,43.8,1,0,2,14,0,0,0.46153846153846156,0.15555555555555556,1,1,ge,for_proft_domain
304,3210.0,1,Elia Sand,elia.sand@mmm.com,Elia,Sand,145,4,7,3,91.0,1,0,0,0,5,1,2,0,1,1,0,60.0,264.6,7,1,4,12,256,0,0.027586206896551724,0.13186813186813187,1,1,mmm,professional_domain
305,3105.0,1,Ellaria Sand,ellaria.sand@mmm.com,Ellaria,Sand,183,9,9,10,116.5,1,2,0,0,6,1,12,0,10,0,0,80.0,229.0,7,1,3,14,0,0,0.04918032786885246,0.12017167381974249,1,1,mmm,professional_domain
306,3367.5,1,Ellery Vance,ellery.vance@mcdonalds.com,Ellery,Vance,57,7,9,7,109.44,1,1,0,1,5,1,0,0,1,0,0,60.0,212.7,3,2,3,11,448,0,0.12280701754385964,0.10051169590643275,1,1,mcdonalds,professional_domain
307,1490.0,1,Elyn Norridge,elyn.norridge@jnj.com,Elyn,Norridge,47,8,6,10,40.38,1,0,0,0,5,1,5,0,8,0,0,70.0,84.8,1,1,3,12,205,0,0.1702127659574468,0.2971768202080238,1,1,jnj,professional_domain
308,1493.0,1,Elys Waynwood,elys.waynwood@gmail.com,Elys,Waynwood,54,7,4,7,80.44,1,2,0,0,5,1,0,1,2,0,0,80.0,122.8,4,0,2,16,0,0,0.12962962962962962,0.19890601690701143,1,1,gmail,personal_domain
309,1590.0,1,Eon Hunter,eon.hunter@me.com,Eon,Hunter,50,6,4,4,89.0,1,2,0,1,5,1,24,0,1,0,0,60.0,139.4,4,2,3,12,247,0,0.12,0.1348314606741573,0,0,me,junk_domain
310,3330.0,1,Erena Glover,erena.glover@protonmail.com,Erena,Glover,170,8,8,4,82.39,1,0,0,1,7,2,13,0,2,1,1,60.0,278.7,6,2,5,5,23,0,0.047058823529411764,0.060686976574827044,1,1,protonmail,personal_domain
311,4875.0,1,Erik Ironmaker,erik.ironmaker@mcdonalds.com,Erik,Ironmaker,214,6,7,2,157.62,1,3,0,0,6,1,6,0,1,0,0,60.0,220.0,6,1,4,10,470,0,0.028037383177570093,0.0634437254155564,1,1,mcdonalds,professional_domain
312,1740.0,1,Erryk (guard),erryk.(guard)@nike.com,Erryk,,49,2,8,10,103.6,1,2,0,1,6,1,0,0,3,1,0,70.0,128.4,3,0,3,13,0,1,0.04081632653061224,0.12548262548262548,1,1,nike,professional_domain
313,1700.0,1,Esgred,esgred@gmail.com,Esgred,Esgred,38,8,9,2,107.25,1,2,0,0,5,0,25,2,0,0,0,60.0,117.3,4,2,3,14,81,0,0.21052631578947367,0.13053613053613053,0,0,gmail,personal_domain
314,929.0,1,Ethan Glover,ethan.glover@msn.com,Ethan,Glover,14,8,11,3,78.44,1,1,0,1,6,1,7,0,0,0,0,70.0,104.0,4,0,3,11,0,0,0.5714285714285714,0.14023457419683835,1,1,msn,junk_domain
315,1890.0,1,Eustace (Braavos),eustace.(braavos)@yahoo.com,Eustace,,129,6,7,1,121.18,1,0,1,1,5,1,5,0,3,1,0,80.0,184.5,6,1,3,13,0,1,0.046511627906976744,0.10727842878362766,1,1,yahoo,personal_domain
316,4575.0,1,Eustace (Dance of the Dragons),eustace.(dance.of.the.dragons)@visa.com,Eustace,,188,7,8,10,127.69,1,3,0,1,6,1,0,0,2,0,0,80.0,181.6,5,1,4,10,378,1,0.03723404255319149,0.07831466833737959,1,1,visa,professional_domain
317,4590.0,1,Falyse Stokeworth,falyse.stokeworth@aol.com,Falyse,Stokeworth,142,5,10,6,88.69,1,1,0,0,6,1,5,2,1,0,0,70.0,170.2,5,1,4,10,766,0,0.035211267605633804,0.11275228323373548,1,1,aol,junk_domain
318,1195.0,1,Farlen,farlen@unitedhealth.com,Farlen,Farlen,62,4,6,1,205.6,1,3,1,1,6,2,9,0,1,1,0,60.0,130.2,4,0,2,15,268,0,0.06451612903225806,0.07295719844357977,1,1,unitedhealth,professional_domain
319,1985.0,1,Ferrego Antaryon,ferrego.antaryon@protonmail.com,Ferrego,Antaryon,51,6,8,5,83.49,1,1,0,1,6,2,2,0,2,1,0,80.0,172.5,4,0,3,12,0,0,0.11764705882352941,0.1437297879985627,1,1,protonmail,personal_domain
320,4650.0,1,Flement Brax,flement.brax@yahoo.com,Flement,Brax,176,8,7,10,110.47,1,2,0,1,5,1,0,0,4,1,0,80.0,196.4,5,1,4,10,674,0,0.045454545454545456,0.09052231375033946,1,1,yahoo,personal_domain
321,1885.0,1,Franklyn Frey,franklyn.frey@gmail.com,Franklyn,Frey,135,6,7,1,78.95,1,0,0,1,5,2,40,0,0,0,0,60.0,143.2,4,1,3,13,0,0,0.044444444444444446,0.16466117796073462,0,0,gmail,personal_domain
322,2100.0,1,Gareth Clifton,gareth.clifton@msn.com,Gareth,Clifton,150,6,9,2,89.0,1,2,0,1,5,2,4,1,5,0,0,80.0,159.0,4,0,3,11,0,0,0.04,0.12359550561797752,1,1,msn,junk_domain
323,1710.0,1,Garigus,garigus@gmail.com,Garigus,Garigus,85,2,5,1,83.0,1,0,0,1,6,2,0,0,3,0,0,70.0,156.4,5,1,3,13,130,0,0.023529411764705882,0.1566265060240964,1,1,gmail,personal_domain
324,1792.0,1,Gariss,gariss@walmart.com,Gariss,Gariss,68,3,5,10,78.12,1,2,0,1,6,1,24,0,3,0,0,80.0,157.5,3,0,3,14,0,0,0.04411764705882353,0.17921146953405018,0,0,walmart,professional_domain
325,4462.0,1,Garrett Flowers,garrett.flowers@jnj.com,Garrett,Flowers,121,7,9,7,142.48,1,1,1,1,6,1,0,0,6,0,0,60.0,271.3,9,1,4,10,268,0,0.05785123966942149,0.07018528916339135,1,1,jnj,professional_domain
326,854.0,1,Garrett Paege,garrett.paege@jpmorgan.com,Garrett,Paege,12,6,11,6,12.8,1,0,0,1,5,1,18,0,2,0,0,70.0,98.7,2,0,2,16,232,0,0.5,1.25,0,0,jpmorgan,professional_domain
327,1765.0,1,Garth of Greenaway,garth.of.greenaway@yahoo.com,Garth,of Greenaway,120,4,7,5,109.29,1,2,0,0,6,2,0,1,1,0,0,70.0,141.4,4,1,3,14,0,0,0.03333333333333333,0.12809955165156922,1,1,yahoo,personal_domain
328,850.0,1,Garth of Oldtown,garth.of.oldtown@yahoo.com,Garth,of Oldtown,15,8,12,5,84.7,1,0,0,0,6,2,23,0,7,1,0,80.0,152.6,4,0,1,15,0,0,0.5333333333333333,0.1770956316410862,0,0,yahoo,personal_domain
329,2432.5,1,Garth XII Gardener,garth.xii.gardener@gmail.com,Garth,XII Gardener,34,1,6,9,33.0,1,0,0,1,6,1,10,8,0,1,1,80.0,105.6,4,0,2,15,0,0,0.029411764705882353,0.45454545454545453,1,1,gmail,personal_domain
330,1590.0,1,Gerold Dayne,gerold.dayne@protonmail.com,Gerold,Dayne,35,9,7,2,99.05,1,1,0,1,5,1,0,9,4,1,0,70.0,121.8,4,0,3,12,0,0,0.2571428571428571,0.12115093387178193,1,1,protonmail,personal_domain
331,1330.0,1,Gerold Grafton,gerold.grafton@pg.com,Gerold,Grafton,76,4,6,1,231.29999999999998,1,0,1,0,5,2,0,0,0,1,0,60.0,104.0,3,0,2,17,0,0,0.05263157894736842,0.07349762213575443,1,1,pg,professional_domain
332,1580.0,1,Gerold Hightower,gerold.hightower@yahoo.com,Gerold,Hightower,144,7,4,10,87.5,1,0,0,0,5,2,17,0,0,0,0,60.0,130.2,5,0,2,16,108,0,0.04861111111111111,0.18285714285714286,0,0,yahoo,personal_domain
333,2231.25,1,Godwyn,godwyn@yahoo.com,Godwyn,Godwyn,43,1,6,3,56.0,1,5,0,1,7,1,4,0,6,0,0,80.0,168.9,5,1,3,14,0,0,0.023255813953488372,0.25,1,1,yahoo,personal_domain
334,1410.0,1,Gormond Drumm,gormond.drumm@unitedhealth.com,Gormond,Drumm,42,2,5,7,89.14,1,2,1,1,6,2,8,3,4,1,0,70.0,146.4,5,0,3,13,0,0,0.047619047619047616,0.14583800762844962,1,1,unitedhealth,professional_domain
335,1460.0,1,Grance Morrigen,grance.morrigen@gmail.com,Grance,Morrigen,31,4,8,7,25.8,1,0,0,0,6,2,6,0,5,1,1,80.0,139.2,3,0,3,14,0,0,0.12903225806451613,0.5426356589147286,1,1,gmail,personal_domain
336,1188.0,1,Grazdan mo Eraz,grazdan.mo.eraz@me.com,Grazdan,mo Eraz,41,7,5,5,76.18,1,2,0,1,6,1,8,5,6,1,0,80.0,153.5,6,0,3,13,0,0,0.17073170731707318,0.1706484641638225,1,1,me,junk_domain
337,3900.0,1,Grazdan mo Ullhor,grazdan.mo.ullhor@protonmail.com,Grazdan,mo Ullhor,156,6,7,10,95.16,1,2,0,1,5,1,0,0,1,1,1,60.0,172.6,6,1,4,12,205,0,0.038461538461538464,0.12610340479192939,1,1,protonmail,personal_domain
338,1735.0,1,Griffin King,griffin.king@travelers.com,Griffin,King,103,4,7,9,68.97,1,0,0,1,6,2,31,9,2,1,0,80.0,125.8,4,0,3,15,0,0,0.038834951456310676,0.21748586341887777,0,0,travelers,professional_domain
339,1950.0,1,Grisella,grisella@protonmail.com,Grisella,Grisella,44,2,4,10,81.15,1,2,0,0,6,2,6,0,0,0,0,70.0,167.5,4,0,3,13,0,0,0.045454545454545456,0.16019716574245224,1,1,protonmail,personal_domain
340,3097.5,1,Gurn,gurn@mmm.com,Gurn,Gurn,107,7,8,10,86.4,1,0,0,1,5,2,8,1,2,0,0,70.0,179.2,6,0,3,14,0,0,0.06542056074766354,0.16203703703703703,1,1,mmm,professional_domain
341,1780.0,1,Guyard Morrigen,guyard.morrigen@gmail.com,Guyard,Morrigen,151,7,7,2,93.36,1,0,0,0,6,1,0,0,1,1,1,70.0,159.3,5,1,3,15,0,0,0.046357615894039736,0.16066838046272494,1,1,gmail,personal_domain
342,1240.0,1,Gwayne Corbray,gwayne.corbray@msn.com,Gwayne,Corbray,72,3,4,9,75.5,1,1,0,1,6,1,0,0,3,0,0,60.0,107.4,4,1,3,11,0,0,0.041666666666666664,0.1456953642384106,1,1,msn,junk_domain
343,785.0,1,Gwin Goodbrother,gwin.goodbrother@cocacola.com,Gwin,Goodbrother,16,8,11,4,108.0,1,0,0,1,5,2,5,0,1,0,0,60.0,72.5,2,0,2,18,0,0,0.5,0.16666666666666666,1,1,cocacola,professional_domain
344,1349.0,1,Gylbert Farwynd,gylbert.farwynd@protonmail.com,Gylbert,Farwynd,34,7,5,4,67.5,1,5,0,1,5,1,11,0,3,1,1,80.0,91.4,3,0,3,13,40,0,0.20588235294117646,0.1925925925925926,1,1,protonmail,personal_domain
345,1935.0,1,Gyles III Gardener,gyles.iii.gardener@yahoo.com,Gyles,III Gardener,67,3,8,7,73.25,0,0,0,0,6,2,5,0,11,1,0,80.0,167.9,5,1,3,12,258,0,0.04477611940298507,0.16382252559726962,1,1,yahoo,personal_domain
346,1725.0,1,Gyles Rosby,gyles.rosby@intel.com,Gyles,Rosby,35,3,7,2,29.45,1,1,1,1,6,1,0,0,4,0,0,80.0,173.9,5,0,3,12,456,0,0.08571428571428572,0.4074702886247878,1,1,intel,professional_domain
347,1540.0,1,Gynir,gynir@ibm.com,Gynir,Gynir,32,3,4,3,107.43,1,0,1,1,5,2,6,4,4,1,0,60.0,138.0,4,0,2,16,295,0,0.09375,0.1489341897049241,1,1,ibm,professional_domain
348,2005.0,1,Gysella Goodbrother,gysella.goodbrother@verizon.com,Gysella,Goodbrother,60,6,5,2,87.5,1,0,0,1,5,1,22,0,2,0,0,60.0,168.2,5,0,3,14,116,0,0.1,0.16,0,0,verizon,professional_domain
349,1430.0,1,Hake,hake@amex.com,Hake,Hake,37,5,6,8,96.36,1,1,0,1,6,2,1,0,1,1,1,80.0,113.3,5,0,2,17,0,0,0.13513513513513514,0.1764217517642175,1,1,amex,professional_domain
350,1625.0,1,Halder,halder@apple.com,Halder,Halder,88,6,5,10,88.23,1,1,0,0,6,2,28,0,0,0,0,70.0,108.2,4,0,3,11,0,0,0.06818181818181818,0.12467414711549359,0,0,apple,professional_domain
351,1675.0,1,Haldon,haldon@amex.com,Haldon,Haldon,74,5,7,4,115.14,1,0,0,1,6,1,13,0,0,0,0,80.0,201.9,6,0,3,14,0,0,0.06756756756756757,0.12159110647906896,1,1,amex,professional_domain
